datebirth,age,gender,maritalstatus,education,educationfield,department,jobrole,joblevel,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,numcompaniesworked,trainingtimeslastyear,performancerating,percentsalaryhike,monthlyincome,monthlyrate,salary,standardhours,overtime,remotework,distancefromhome,businesstravel,attrition,environmentsatisfaction,jobinvolvement,jobsatisfaction,relationshipsatisfaction,worklifebalance
1994,29,F,Married,2,Life Sciences,Other, Laboratory Technician ,1,1,1,0,0,1,1,3,11,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,1,travel_rarely,Yes,2,2,1,4,3
1983,40,M,Unknown,4,Medical,Other, Laboratory Technician ,2,10,1,0,0,6,6,3,14,4245.0,11037.0,50940.0,Part Time,No,Yes,16,travel_frequently,No,1,2,3,4,3
1993,30,F,Single,3,Unknown, Research & Development , Manufacturing Director ,2,12,0,0,0,5,4,4,24,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,2,travel_rarely,No,3,2,4,2,2
1978,45,F,Unknown,3,Unknown,Other, Research Scientist ,1,1,1,0,0,1,3,3,14,2734.272,4927.0,22740.0,Part Time,No,Yes,2,non-travel,No,2,2,3,4,3
1996,27,M,Married,3,Medical,Other, Research Scientist ,1,0,0,0,0,1,6,3,11,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,3,non-travel,No,4,3,4,3,2
1986,37,M,Unknown,4,Marketing,Other, Sales Executive ,2,9,1,0,0,4,2,3,19,4994.186,11681.39,53914.11,Part Time,Unknown,Yes,16,non-travel,No,4,2,3,4,3
1991,32,M,Divorced,3,Life Sciences,Other, Laboratory Technician ,1,4,3,0,2,0,2,3,12,1928.33,5013.67,23140.0,Part Time,No,Yes,1,non-travel,No,4,3,4,2,3
1970,53,M,Married,3,Marketing,Other, Sales Executive ,4,28,2,2,2,5,3,3,14,15402.94,33238.2,153407.07,Full Time,Unknown,Yes,8,travel_rarely,No,1,3,4,3,3
1986,37,M,Single,2,Unknown,Other, Sales Executive ,3,12,10,0,9,1,2,3,13,4554.402,21682.23,100071.84,Part Time,Yes,No,19,non-travel,No,1,3,2,4,3
1991,32,M,Unknown,4,Unknown,Other, Laboratory Technician ,1,1,1,0,1,1,2,4,24,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,25,travel_rarely,Yes,1,3,4,3,1
1965,58,M,Divorced,1,Unknown,Other, Laboratory Technician ,1,3,1,0,0,9,3,3,14,2452.536,5156.67,23800.0,Part Time,Unknown,Yes,2,travel_frequently,Yes,4,2,4,4,2
1980,43,F,Divorced,3,Unknown,Other, Manufacturing Director ,2,4,1,0,0,4,2,4,21,4492.84,11681.39,53914.11,Part Time,No,No,8,travel_rarely,No,1,3,2,3,4
2002,21,F,Single,1,Other, Research & Development , Research Scientist ,1,1,1,0,0,1,3,3,19,2342.59,6090.75,28111.13,Part Time,No,No,18,travel_rarely,Yes,4,3,4,1,2
1989,34,M,Unknown,3,Life Sciences,Other, Laboratory Technician ,1,1,1,1,0,1,3,3,14,1673.33,4350.67,20080.0,Part Time,No,Yes,48,non-travel,No,4,3,2,2,3
1965,58,F,Divorced,3,Unknown,Other, Healthcare Representative ,3,24,6,0,4,2,3,3,13,8793.33,22862.67,105520.0,Full Time,Unknown,No,5,non-travel,No,3,2,2,4,3
1975,48,M,Married,4,Medical,Other, Research Scientist ,1,13,0,0,0,4,2,3,17,1882.5,4894.5,22590.0,Part Time,Unknown,No,20,non-travel,No,4,3,3,1,2
1991,32,F,Married,3,Life Sciences,Other, Laboratory Technician ,1,5,3,0,2,6,3,3,20,2342.59,6090.75,28111.13,Part Time,No,Yes,1,non-travel,No,3,2,2,3,3
1998,25,M,Married,2,Marketing,Other, Sales Representative ,1,1,1,0,0,1,2,3,18,1958.0,5228.17,24130.0,Part Time,Yes,No,19,non-travel,Yes,3,2,2,3,3
1983,40,M,Divorced,4,Marketing, Sales , Sales Executive ,3,11,1,0,0,2,2,3,12,8339.32,21682.23,100071.84,Part Time,No,Yes,10,non-travel,No,1,2,2,2,2
2004,19,M,Single,3,Other,Other, Sales Representative ,1,1,1,0,0,1,3,3,13,2258.222,4595.5,21210.0,Part Time,Yes,No,21,non-travel,Yes,4,2,2,2,4
2003,20,M,Single,3,Technical Degree, Research & Development , Laboratory Technician ,1,1,1,0,0,1,2,3,19,2342.59,6090.75,28111.13,Part Time,Unknown,No,4,travel_rarely,Yes,1,3,1,2,3
1990,33,F,Unknown,3,Unknown,Other, Healthcare Representative ,2,6,5,1,4,0,3,3,14,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,travel_rarely,No,2,2,4,1,3
1965,58,M,Single,3,Unknown,Other, Research Scientist ,1,7,1,0,0,4,4,4,24,2611.1040000000003,5371.17,24790.0,Part Time,No,No,2,travel_rarely,Yes,4,3,3,1,3
1983,40,F,Single,3,Unknown,Other, Sales Executive ,4,22,1,0,0,4,2,3,16,8864.432,28587.0,131940.0,Full Time,Unknown,Yes,24,non-travel,Yes,2,4,2,4,2
1994,29,F,Single,3,Unknown,Other, Research Scientist ,1,3,0,0,0,6,5,4,20,2342.59,6090.75,28111.13,Part Time,Yes,Yes,10,travel_rarely,Yes,4,2,1,3,3
1976,47,F,Single,2,Life Sciences,Other, Sales Executive ,2,9,9,0,7,1,0,3,17,3469.17,9019.83,53914.11,Full Time,Yes,No,18,travel_rarely,No,4,3,4,3,3
2005,18,M,Unknown,2,Unknown,Other, Research Scientist ,1,0,0,0,0,1,2,3,15,2342.59,6090.75,28111.13,Part Time,No,Yes,5,non-travel,No,2,3,4,4,3
2003,20,F,Unknown,3,Medical,Other, Research Scientist ,1,1,1,0,0,1,2,3,15,2361.7380000000003,5633.33,26000.0,Part Time,Yes,No,16,non-travel,Yes,4,2,1,1,3
1981,42,M,Unknown,2,Unknown,Other, Manager ,5,21,1,0,0,6,3,3,13,15252.5,39656.5,183030.0,Full Time,No,Yes,5,non-travel,No,4,3,3,2,4
1973,50,M,Married,3,Unknown, Research & Development , Laboratory Technician ,1,8,1,0,0,4,5,3,18,1983.33,5156.67,53914.11,Full Time,No,Yes,9,travel_rarely,No,1,3,4,2,3
1986,37,F,Unknown,2,Medical,Other, Healthcare Representative ,2,15,1,0,0,5,2,3,15,3980.83,10350.17,47770.0,Part Time,No,Yes,11,travel_rarely,Yes,1,1,2,1,1
1985,38,M,Unknown,4,Life Sciences,Other, Sales Executive ,2,19,1,0,0,8,1,3,12,4492.84,11681.39,53914.11,Full Time,Yes,No,3,non-travel,No,2,3,4,3,3
1987,36,M,Divorced,3,Unknown,Other, Laboratory Technician ,2,9,1,0,0,7,3,3,14,4746.469999999999,11681.39,53914.11,Part Time,Unknown,Yes,15,non-travel,Yes,1,3,3,2,2
1995,28,M,Married,1,Medical, Sales , Sales Representative ,1,1,1,0,0,1,5,4,22,87667.0,2279.33,10520.0,Full Time,No,Yes,10,travel_rarely,No,4,3,2,2,3
1980,43,M,Unknown,3,Unknown,Other, Sales Executive ,3,18,1,0,0,5,5,3,13,8129.598,21682.23,100071.84,Part Time,No,Yes,25,non-travel,No,3,2,4,3,3
2002,21,F,Single,3,Unknown, Research & Development , Laboratory Technician ,1,1,1,1,0,1,6,3,13,2342.59,6090.75,28111.13,Part Time,No,Yes,10,travel_rarely,Yes,3,2,1,1,2
1972,51,M,Married,4,Unknown,Other, Research Scientist ,1,18,10,2,7,9,2,3,12,9162.098,5332.17,24610.0,Part Time,Unknown,No,4,travel_rarely,Yes,1,3,3,3,4
1986,37,F,Divorced,4,Unknown, Sales , Sales Executive ,2,8,1,0,0,2,5,3,14,2851.568,11681.39,53914.11,Part Time,Yes,No,10,non-travel,No,4,2,4,3,3
1995,28,M,Divorced,3,Medical, Research & Development , Laboratory Technician ,1,1,1,0,0,1,2,3,15,2198.852,5624.67,25960.0,Full Time,No,No,1,non-travel,Yes,1,2,2,1,3
1973,50,M,Single,4,Unknown,Other, Sales Executive ,2,5,0,0,0,3,4,3,14,2384.202,10244.0,47280.0,Part Time,Yes,Yes,1,non-travel,Yes,4,3,3,4,3
1989,34,M,Unknown,4,Unknown,Other, Research Scientist ,1,6,0,0,0,3,2,3,17,2342.59,6090.75,28111.13,Part Time,No,Yes,3,non-travel,No,3,2,4,4,3
1985,38,M,Single,2,Marketing,Other, Sales Executive ,3,13,1,0,0,7,2,3,16,6125.83,15927.17,73510.0,Part Time,No,Yes,2,travel_rarely,No,4,3,2,3,3
1981,42,M,Unknown,3,Unknown,Other, Laboratory Technician ,2,16,1,0,0,4,3,3,19,4492.84,11681.39,53914.11,Part Time,Unknown,No,29,non-travel,No,2,1,4,1,3
2005,18,M,Single,1,Unknown,Other, Laboratory Technician ,1,0,0,0,0,1,0,3,12,2342.59,6090.75,28111.13,Part Time,No,Yes,8,non-travel,Yes,3,3,3,4,3
1982,41,M,Unknown,4,Unknown,Other, Laboratory Technician ,1,6,1,0,0,3,4,3,11,3971.67,10326.33,47660.0,Full Time,Yes,No,12,non-travel,No,2,3,4,1,3
1988,35,M,Unknown,4,Medical, Research & Development , Laboratory Technician ,1,12,8,1,7,6,2,3,12,1881.67,4892.33,22580.0,Part Time,No,Yes,1,travel_rarely,No,4,2,3,2,3
1991,32,F,Unknown,1,Unknown, Sales , Sales Representative ,1,1,1,0,0,1,3,3,12,20634.82,6125.17,28270.0,Full Time,Unknown,Yes,2,non-travel,No,3,3,1,3,3
2001,22,M,Married,4,Life Sciences,Other, Research Scientist ,1,1,0,0,0,0,5,3,11,2377.5,6181.5,28530.0,Full Time,Yes,Yes,3,non-travel,Yes,3,2,4,2,3
1979,44,M,Single,3,Unknown,Other, Research Scientist ,1,6,0,0,0,2,3,3,13,5480.802000000001,4961.67,22900.0,Part Time,No,Yes,26,non-travel,No,2,1,3,4,3
1982,41,M,Unknown,2,Life Sciences,Other, Research Scientist ,1,5,1,0,0,6,2,3,17,1755.83,4565.17,21070.0,Part Time,No,Yes,5,non-travel,Yes,1,2,1,1,1
1983,40,M,Unknown,4,Unknown,Other, Sales Executive ,2,12,0,0,0,5,2,3,12,3663.752,11681.39,53914.11,Part Time,No,No,2,travel_frequently,No,2,3,2,4,3
1999,24,F,Unknown,2,Life Sciences,Other, Laboratory Technician ,1,1,1,0,0,1,3,3,13,1841.67,4788.33,22100.0,Part Time,Unknown,Yes,17,non-travel,Yes,4,3,2,1,1
1981,42,F,Married,5,Medical,Other, Research Director ,3,15,1,0,0,3,6,3,17,10992.5,28580.5,131910.0,Full Time,Yes,No,26,travel_frequently,No,1,3,1,3,3
1974,49,M,Married,2,Medical, Research & Development , Manager ,5,23,1,0,0,2,2,3,13,11642.284,41453.67,191324.62,Full Time,Unknown,Yes,4,non-travel,No,1,2,3,3,4
1975,48,M,Single,2,Technical Degree,Other, Laboratory Technician ,1,7,1,0,0,5,4,3,11,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,2,travel_rarely,No,4,4,2,3,2
1994,29,M,Unknown,3,Unknown, Research & Development , Healthcare Representative ,2,6,6,1,0,1,2,3,11,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,7,travel_rarely,No,3,3,4,2,3
1975,48,M,Single,3,Life Sciences, Research & Development , Research Director ,5,13,1,0,0,6,3,3,12,15220.83,39574.17,182650.0,Full Time,No,Yes,1,non-travel,No,4,2,4,3,4
1989,34,F,Unknown,3,Technical Degree,Other, Research Scientist ,1,2,1,0,0,0,5,3,17,2342.59,6090.75,28111.13,Part Time,No,Yes,20,non-travel,No,3,4,3,4,2
2004,19,F,Single,3,Life Sciences,Other, Research Scientist ,1,1,1,0,1,1,2,3,12,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,25,non-travel,No,2,4,4,4,3
2000,23,M,Unknown,2,Unknown,Other, Research Scientist ,1,1,1,0,1,1,2,4,22,2342.59,6090.75,28111.13,Part Time,No,No,1,non-travel,No,4,3,3,4,3
1998,25,M,Single,1,Unknown,Other, Sales Representative ,1,1,1,1,0,1,4,3,14,93167.0,2422.33,53914.11,Full Time,Yes,Yes,32,travel_frequently,Yes,3,1,4,4,3
1981,42,F,Married,4,Medical,Other, Research Scientist ,2,18,1,0,0,6,2,3,16,7591.9,5139.33,23720.0,Part Time,Yes,No,34,non-travel,No,2,4,2,4,3
1972,51,F,Single,2,Medical,Other, Laboratory Technician ,1,8,7,7,7,0,6,3,14,2365.0,6149.0,28380.0,Full Time,Unknown,No,6,travel_frequently,No,2,2,3,2,2
1978,45,F,Unknown,3,Medical,Other, Manager ,5,22,0,0,0,3,4,4,22,15050.83,39132.17,180610.0,Full Time,Unknown,No,25,travel_frequently,No,2,3,2,3,3
1996,27,F,Married,3,Medical,Other, Sales Representative ,1,5,1,0,0,8,4,3,14,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,11,non-travel,No,3,4,4,2,3
2005,18,F,Single,3,Unknown,Other, Laboratory Technician ,1,0,0,0,0,1,5,3,15,1342.5,3490.5,16110.0,Part Time,Unknown,No,1,non-travel,No,4,3,4,3,4
1992,31,F,Single,3,Unknown,Other, Sales Representative ,1,3,1,0,0,7,3,3,14,2342.59,6090.75,28111.13,Part Time,No,Yes,2,travel_frequently,Yes,3,2,4,3,4
1992,31,F,Single,4,Life Sciences,Other, Sales Representative ,1,1,1,0,0,1,3,3,12,2342.59,6090.75,28111.13,Part Time,Unknown,No,1,travel_frequently,Yes,2,1,3,2,3
1992,31,F,Unknown,3,Life Sciences,Other, Research Scientist ,1,1,1,0,0,1,3,3,12,2342.59,6090.75,28111.13,Part Time,Unknown,No,8,travel_rarely,Yes,1,2,2,3,4
1996,27,M,Married,1,Life Sciences,Other, Laboratory Technician ,1,6,5,1,4,0,3,3,14,2342.59,6090.75,28111.13,Part Time,Unknown,No,11,travel_rarely,No,2,3,1,2,4
1984,39,F,Single,3,Unknown,Other, Laboratory Technician ,1,11,1,0,0,2,2,4,23,5110.598,6090.75,28111.13,Full Time,Yes,Yes,2,non-travel,Yes,1,2,1,2,4
1979,44,F,Married,5,Marketing,Other, Sales Executive ,2,11,1,0,0,7,4,3,12,3973.33,10330.67,47680.0,Part Time,Unknown,No,1,travel_frequently,No,1,3,3,3,2
1993,30,M,Unknown,3,Unknown, Research & Development , Research Scientist ,1,1,1,0,0,1,2,3,13,2063.37,2760.33,12740.0,Part Time,Unknown,No,25,non-travel,No,2,3,3,2,2
1988,35,M,Unknown,1,Life Sciences,Other, Sales Representative ,1,1,1,0,0,1,3,3,13,2003.33,5208.67,24040.0,Part Time,No,Yes,26,travel_rarely,No,4,3,3,1,3
1999,24,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,1,0,0,0,2,2,3,11,2342.59,6090.75,28111.13,Part Time,Unknown,No,9,travel_frequently,Yes,2,3,1,3,2
1999,24,F,Married,2,Unknown,Other, Sales Representative ,1,1,1,0,0,1,2,3,13,2089.352,4404.83,20330.0,Part Time,Unknown,Yes,13,non-travel,No,4,3,2,3,3
1995,28,M,Single,2,Medical,Other, Laboratory Technician ,1,8,0,0,0,7,2,3,11,3280.7699999999995,5548.83,25610.0,Part Time,No,Yes,2,non-travel,Yes,3,2,1,3,2
1995,28,M,Unknown,3,Life Sciences,Other, Research Scientist ,1,1,1,0,0,1,2,3,14,2198.852,3386.5,15630.0,Part Time,Unknown,No,1,travel_rarely,No,1,2,3,4,1
1990,33,M,Unknown,5,Unknown,Other, Healthcare Representative ,2,14,0,0,0,2,6,3,17,5323.33,13840.67,53914.11,Full Time,Unknown,Yes,8,non-travel,No,4,3,3,1,3
1984,39,F,Single,3,Unknown,Other, Manufacturing Director ,3,9,2,2,2,4,3,3,18,4528.998000000001,18148.0,83760.0,Part Time,Unknown,No,6,travel_rarely,No,2,3,2,4,3
1981,42,M,Married,3,Medical,Other, Laboratory Technician ,1,13,1,0,0,4,3,3,14,4034.17,10488.83,48410.0,Full Time,Unknown,Yes,2,non-travel,No,3,2,2,2,3
1994,29,M,Married,3,Unknown,Other, Research Scientist ,1,6,1,0,0,6,2,3,18,2342.59,6090.75,28111.13,Part Time,No,No,9,travel_rarely,No,3,4,3,1,2
1988,35,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,3,3,1,2,1,3,3,19,2281.684,6090.75,28111.13,Part Time,No,No,1,travel_rarely,No,4,2,1,2,3
1988,35,F,Unknown,3,Unknown,Other, Laboratory Technician ,1,1,1,0,0,1,2,3,12,1728.33,4493.67,53914.11,Full Time,Unknown,Yes,14,travel_rarely,Yes,1,3,1,4,3
1989,34,M,Single,4,Medical,Other, Research Scientist ,1,1,1,0,0,1,4,3,13,2476.67,6439.33,29720.0,Full Time,Unknown,No,13,non-travel,No,1,3,4,3,3
1997,26,F,Unknown,3,Unknown,Other, Research Scientist ,1,1,1,0,0,1,5,4,21,2068.684,6090.75,28111.13,Part Time,Unknown,Yes,3,travel_rarely,No,1,3,4,1,3
1987,36,F,Single,4,Life Sciences,Other, Sales Executive ,2,13,1,0,0,6,5,3,13,5679.17,14765.83,68150.0,Full Time,No,Yes,1,travel_rarely,No,2,3,3,1,3
1973,50,M,Married,3,Marketing,Other, Manager ,5,13,1,0,0,4,2,3,16,15943.72,41453.67,191324.62,Full Time,Yes,No,24,non-travel,No,2,3,3,3,3
1981,42,M,Unknown,2,Unknown,Other, Manager ,5,24,1,0,1,8,2,4,22,15451.320000000002,41453.67,191324.62,Full Time,No,No,9,travel_rarely,No,4,2,4,4,3
1988,35,M,Unknown,2,Life Sciences,Other, Laboratory Technician ,1,1,1,0,1,1,5,3,18,2241.67,5828.33,53914.11,Full Time,No,No,7,non-travel,No,3,2,4,4,2
1977,46,M,Unknown,4,Life Sciences,Other, Manager ,4,27,26,0,12,1,5,3,15,12736.48,38061.83,175670.0,Full Time,Unknown,No,1,travel_rarely,No,4,4,1,2,1
2005,18,F,Single,2,Medical, Sales , Sales Representative ,1,0,0,0,0,1,2,3,12,1642.202,3399.5,15690.0,Part Time,Yes,Yes,3,travel_frequently,Yes,2,3,4,3,4
1994,29,M,Divorced,3,Unknown,Other, Sales Executive ,2,10,10,0,9,1,3,3,13,3489.17,9071.83,41870.0,Part Time,Yes,Yes,5,non-travel,No,1,2,2,2,2
1992,31,F,Unknown,4,Life Sciences,Other, Sales Executive ,2,10,10,0,2,1,2,3,11,4492.84,11681.39,53914.11,Part Time,No,Yes,5,non-travel,No,1,3,4,1,3
1982,41,M,Single,2,Unknown,Other, Sales Executive ,3,21,2,0,2,3,2,3,16,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,23,travel_rarely,No,4,3,3,4,3
1985,38,F,Unknown,2,Unknown,Other, Laboratory Technician ,1,7,0,0,0,7,5,3,19,2513.202,7163.0,33060.0,Full Time,Unknown,Yes,4,travel_rarely,No,4,3,3,4,3
1991,32,M,Single,4,Life Sciences,Other, Laboratory Technician ,1,1,1,0,0,1,2,3,12,2307.554,3018.17,13930.0,Part Time,No,Yes,2,travel_rarely,Yes,4,3,2,1,3
1963,60,M,Divorced,4,Unknown,Other, Healthcare Representative ,3,19,1,0,0,3,2,4,20,9069.17,23579.83,108830.0,Full Time,No,No,1,non-travel,No,3,1,4,3,4
1999,24,M,Married,1,Unknown,Other, Human Resources ,1,1,1,0,0,1,2,3,11,2342.59,6090.75,53914.11,Full Time,No,Yes,22,non-travel,Yes,4,1,3,3,3
1983,40,F,Unknown,2,Life Sciences,Other, Manufacturing Director ,2,18,1,0,0,2,3,3,16,5859.438,11681.39,53914.11,Full Time,Yes,Yes,8,travel_rarely,No,2,3,1,2,3
1993,30,M,Married,1,Unknown,Other, Research Scientist ,1,10,10,0,8,1,2,3,12,2385.0,6201.0,53914.11,Full Time,No,Yes,21,travel_rarely,No,2,3,4,2,2
1976,47,M,Unknown,4,Marketing,Other, Sales Executive ,2,4,1,0,0,7,3,3,11,4492.84,11681.39,53914.11,Part Time,No,Yes,2,non-travel,No,3,3,2,4,1
1991,32,M,Single,2,Unknown, Sales , Sales Executive ,2,10,0,0,0,6,2,3,15,5612.5,14592.5,67350.0,Full Time,Unknown,No,1,travel_rarely,Yes,1,1,2,2,3
1978,45,F,Married,3,Life Sciences,Other, Human Resources ,3,9,5,0,3,4,2,4,21,3998.556000000001,21138.0,97560.0,Full Time,Unknown,Yes,41,travel_rarely,No,4,1,3,3,4
1989,34,M,Married,4,Unknown,Other, Research Scientist ,1,6,5,1,2,0,3,3,14,2342.59,6090.75,28111.13,Part Time,Yes,No,2,non-travel,No,4,4,4,1,3
1990,33,F,Unknown,3,Unknown,Other, Sales Executive ,3,8,0,0,0,2,2,4,20,8339.32,21682.23,100071.84,Part Time,Yes,Yes,16,non-travel,Yes,1,3,1,3,2
1992,31,M,Married,4,Unknown,Other, Sales Executive ,3,7,1,0,0,2,2,3,13,8339.32,21682.23,53914.11,Full Time,Unknown,Yes,16,travel_rarely,Yes,1,3,3,1,3
1994,29,F,Divorced,3,Technical Degree,Other, Research Scientist ,1,1,1,0,0,1,2,3,13,2200.536,6090.75,28111.13,Part Time,Unknown,Yes,4,travel_rarely,No,4,2,1,3,3
1993,30,M,Married,3,Unknown,Other, Healthcare Representative ,2,10,7,1,7,3,3,3,16,4411.67,11470.33,52940.0,Part Time,No,No,16,non-travel,No,3,4,3,3,3
1985,38,M,Married,3,Medical,Other, Healthcare Representative ,2,15,1,1,0,3,2,3,16,5486.234,11681.39,53914.11,Part Time,Unknown,Yes,18,travel_rarely,No,2,1,4,3,3
1980,43,M,Unknown,3,Technical Degree,Other, Research Scientist ,1,6,1,0,0,9,4,3,16,2030.83,5280.17,24370.0,Part Time,Yes,No,17,non-travel,Yes,3,2,3,4,3
1968,55,M,Married,3,Unknown,Other, Research Director ,5,34,1,0,0,8,2,3,12,10526.896,41453.67,191324.62,Full Time,No,No,44,travel_rarely,No,3,2,1,2,3
2002,21,M,Single,1,Marketing,Other, Sales Representative ,1,1,1,1,0,1,3,3,13,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,7,non-travel,Yes,2,3,2,2,3
2001,22,F,Unknown,1,Medical,Other, Laboratory Technician ,1,1,1,0,0,1,6,3,17,2342.59,6090.75,28111.13,Part Time,Yes,Yes,45,travel_rarely,Yes,3,3,1,3,3
1986,37,M,Divorced,2,Other,Other, Human Resources ,2,19,10,4,7,2,4,3,13,7318.266,8820.5,40710.0,Part Time,No,Yes,8,travel_rarely,No,3,3,2,3,2
1981,42,M,Married,3,Unknown,Other, Healthcare Representative ,2,10,0,0,0,5,2,3,18,4492.84,11681.39,53914.11,Part Time,No,No,13,travel_rarely,No,2,4,1,3,2
2005,18,F,Single,3,Unknown,Other, Research Scientist ,1,0,0,0,0,1,4,3,16,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,14,non-travel,No,2,3,3,3,1
1992,31,M,Married,5,Human Resources,Other, Human Resources ,1,2,1,0,0,0,4,3,17,2463.33,6404.67,29560.0,Full Time,No,Yes,18,travel_rarely,Yes,4,4,1,3,3
1987,36,F,Unknown,4,Unknown,Other, Research Scientist ,2,10,1,0,0,4,2,4,22,5067.166,11681.39,53914.11,Full Time,Yes,Yes,2,travel_rarely,No,4,3,2,4,3
1991,32,M,Unknown,4,Marketing,Other, Sales Executive ,2,5,0,0,0,8,2,3,13,3873.33,10070.67,46480.0,Part Time,Unknown,Yes,10,travel_frequently,No,4,3,4,3,4
1994,29,M,Divorced,1,Life Sciences,Other, Healthcare Representative ,2,11,7,1,6,8,3,3,17,5388.802,11681.39,53914.11,Part Time,No,No,29,non-travel,No,4,1,3,4,3
1981,42,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,13,0,0,0,4,3,3,13,2342.59,6090.75,28111.13,Part Time,No,Yes,8,travel_rarely,No,4,3,3,4,3
1994,29,M,Married,1,Unknown,Other, Human Resources ,1,1,1,0,0,1,3,3,11,2336.67,6075.33,28040.0,Part Time,No,Yes,6,travel_rarely,No,4,2,2,4,3
1994,29,M,Unknown,2,Unknown,Other, Research Scientist ,1,1,1,1,0,1,3,3,24,2032.5,5284.5,24390.0,Part Time,Yes,No,24,non-travel,Yes,4,2,4,2,2
1995,28,F,Unknown,3,Medical, Sales , Sales Representative ,1,1,1,0,0,1,3,3,19,2380.0,6188.0,53914.11,Full Time,No,Yes,3,travel_rarely,No,2,3,2,4,3
1993,30,M,Unknown,3,Unknown,Other, Sales Representative ,1,1,1,0,0,1,3,3,13,2342.59,6090.75,53914.11,Full Time,Unknown,No,9,non-travel,Yes,2,3,4,3,2
2001,22,M,Single,1,Life Sciences, Research & Development , Research Scientist ,1,1,1,0,0,1,2,4,23,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,7,travel_rarely,Yes,4,3,2,1,3
1997,26,F,Unknown,2,Life Sciences,Other, Research Scientist ,1,1,1,1,0,1,3,3,13,2444.17,6354.83,29330.0,Full Time,Yes,No,1,non-travel,No,2,2,3,3,2
1979,44,M,Unknown,4,Unknown,Other, Healthcare Representative ,2,10,2,2,2,2,5,3,15,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,travel_rarely,No,2,4,1,4,3
1994,29,M,Single,3,Technical Degree, Sales , Sales Representative ,1,1,1,0,0,1,3,3,17,2200.536,2363.83,10910.0,Part Time,No,Yes,24,travel_frequently,Yes,3,4,1,4,3
1995,28,F,Unknown,2,Marketing,Other, Sales Executive ,2,6,2,2,2,3,0,3,11,4492.84,11681.39,53914.11,Part Time,Yes,Yes,13,travel_rarely,Yes,4,3,3,4,3
1967,56,F,Married,5,Unknown,Other, Sales Executive ,2,12,0,0,0,4,3,3,16,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,11,travel_rarely,No,4,2,1,3,3
1984,39,M,Married,2,Unknown,Other, Manufacturing Director ,2,10,10,7,9,1,3,4,25,6023.9,11160.5,51510.0,Part Time,No,Yes,9,travel_rarely,No,1,3,1,4,3
1965,58,F,Unknown,3,Unknown,Other, Manager ,4,8,1,0,0,4,2,3,13,4087.272,33238.2,153407.07,Full Time,Yes,Yes,21,non-travel,No,4,3,4,3,2
1981,42,M,Divorced,4,Marketing, Sales , Sales Executive ,2,14,0,0,0,3,4,3,12,6869.184000000001,11681.39,53914.11,Part Time,Unknown,No,12,travel_rarely,No,2,3,4,3,3
1996,27,F,Married,3,Unknown,Other, Human Resources ,1,1,1,0,0,1,2,3,12,2385.83,6203.17,28630.0,Full Time,No,No,22,non-travel,Yes,1,2,2,1,3
1985,38,M,Single,3,Unknown,Other, Sales Representative ,1,20,1,0,0,4,3,3,14,2381.67,6192.33,53914.11,Full Time,Unknown,Yes,1,travel_rarely,No,1,2,1,1,2
1991,32,M,Unknown,4,Life Sciences,Other, Manufacturing Director ,2,4,1,0,0,8,1,4,24,4492.84,11681.39,53914.11,Part Time,No,Yes,5,non-travel,No,4,2,4,2,3
1992,31,F,Unknown,1,Medical,Other, Laboratory Technician ,1,1,1,0,0,1,4,3,11,94083.0,2446.17,11290.0,Part Time,Unknown,Yes,2,non-travel,No,4,1,4,3,3
1998,25,F,Unknown,3,Unknown,Other, Human Resources ,1,6,2,1,2,4,3,3,14,2342.59,6090.75,28111.13,Part Time,No,No,2,travel_rarely,No,3,3,2,3,3
1983,40,M,Married,4,Unknown, Research & Development , Laboratory Technician ,1,8,1,0,0,8,3,3,19,2342.59,6090.75,28111.13,Part Time,No,Yes,44,non-travel,No,1,3,4,3,2
1984,39,M,Unknown,3,Unknown,Other, Manager ,5,11,6,1,3,2,3,3,13,16192.5,42100.5,194310.0,Full Time,Unknown,No,9,non-travel,No,4,3,4,3,2
2000,23,M,Married,3,Unknown,Other, Sales Representative ,1,1,1,1,0,1,3,3,19,2342.59,6090.75,53914.11,Full Time,No,No,9,non-travel,Yes,4,3,1,1,3
1988,35,F,Single,4,Life Sciences,Other, Human Resources ,3,10,9,1,7,1,2,3,16,8339.32,21682.23,100071.84,Part Time,Yes,No,26,travel_rarely,No,3,3,4,3,3
